,Name,url
77,"
                                                    Teachwell Institute
                                                ",https://www.exambazaar.com/c/teachwell-institute/rohini-delhi
79,"
                                                    Guru Dronacharya Institute
                                                ",https://www.exambazaar.com/c/guru-dronacharya-institute/rohini-delhi
81,"
                                                    Clear Exam
                                                ",https://www.exambazaar.com/c/clear-exam/nirman-vihar-metro-station-delhi
82,"
                                                    KCS Educate
                                                ",https://www.exambazaar.com/c/kcs-educate/vikaspuri-delhi
84,"
                                                    Nivedita Classes
                                                ",https://www.exambazaar.com/c/nivedita-classes/kalkaji-delhi
86,"
                                                    Topchalks
                                                ",https://www.exambazaar.com/c/topchalks/jasola-delhi
88,"
                                                    Bhargav Tutorials
                                                ",https://www.exambazaar.com/c/bhargav-tutorials/mehrauli-delhi
90,"
                                                    Target Educare Pvt. Lmt.
                                                ",https://www.exambazaar.com/c/target-educare-pvt-lmt/tilak-nagar-delhi
92,"
                                                    Shilkapma Classes
                                                ",https://www.exambazaar.com/c/shilkapma-classes/model-town-delhi
94,"
                                                    Oasis Educational Services
                                                ",https://www.exambazaar.com/c/oasis-educational-services/vasant-kunj-delhi
96,"
                                                    Knowledge Horizon Classes
                                                ",https://www.exambazaar.com/c/knowledge-horizon-classes/dilshad-garden-delhi
98,"
                                                    Nimbus Tutorials
                                                ",https://www.exambazaar.com/c/nimbus-tutorials/pushpa-bhawan-delhi
100,"
                                                    Sachdeva New P.T. College
                                                ",https://www.exambazaar.com/c/sachdeva-new-pt-college/defence-colony-delhi
102,"
                                                    S.K. Tutorial
                                                ",https://www.exambazaar.com/c/sk-tutorial/rohini-delhi
104,"
                                                    Deep Institute
                                                ",https://www.exambazaar.com/c/deep-institute/gtb-nagar-delhi
106,"
                                                    Eureka Institute
                                                ",https://www.exambazaar.com/c/eureka-institute/gtb-nagar-delhi
108,"
                                                    Engineers Classes
                                                ",https://www.exambazaar.com/c/engineers-classes/paschim-vihar-delhi
110,"
                                                    Nilayam Academy
                                                ",https://www.exambazaar.com/c/nilayam-academy/rani-bagh-delhi
112,"
                                                    Agarwal Study Centre
                                                ",https://www.exambazaar.com/c/agarwal-study-centre/saket-delhi
114,"
                                                    Sri Aadarsh Academy
                                                ",https://www.exambazaar.com/c/sri-aadarsh-academy/rajendra-nagar-delhi
116,"
                                                    Sirohi Classes
                                                ",https://www.exambazaar.com/c/sirohi-classes/alaknanda-delhi
118,"
                                                    Nam Institute of Professional Studies
                                                ",https://www.exambazaar.com/c/nam-institute-of-professional-studies/south-extension-i-delhi
